person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24.0,Female,Bachelor,112422.0,0,Rent,10000.0,Education,14.14,0.09,2.0,634,Yes,0
35.0,Female,High School,85134.0,7,Mortgage,8000.0,Education,10.35,0.09,11.0,599,Yes,0
25.0,Male,Associate,74279.0,4,Mortgage,15000.0,Homeimprovement,12.64,0.2,2.0,538,No,0
28.0,Male,High School,82611.0,9,Rent,9061.0,Medical,13.36,0.11,5.0,528,Yes,0
31.0,Female,High School,67161.0,5,Rent,10200.0,Personal,13.07,0.15,6.0,700,Yes,0
26.0,Female,Bachelor,111951.0,3,Rent,12000.0,Debtconsolidation,11.71,0.11,4.0,599,Yes,0
22.0,Male,High School,37133.0,0,Rent,6000.0,Education,11.37,0.16,3.0,589,Yes,0
23.0,Female,Associate,43070.0,0,Rent,5000.0,Medical,11.4,0.12,3.0,596,Yes,0
38.0,Female,High School,116195.0,16,Mortgage,1502.0,Personal,14.22,0.01,14.0,658,Yes,0
35.0,Female,Bachelor,84973.0,13,Mortgage,8443.0,Debtconsolidation,9.28,0.1,13.0,630,Yes,0
30.0,Male,Associate,47993.0,6,Rent,6848.0,Medical,12.93,0.14,8.0,596,Yes,0
25.0,Female,High School,47222.0,1,Rent,5525.0,Medical,8.73,0.12,4.0,678,Yes,0
23.0,Female,Master,38284.0,0,Mortgage,7541.0,Debtconsolidation,9.97,0.2,4.0,523,Yes,0
32.0,Male,Associate,115190.0,8,Mortgage,9297.0,Medical,7.0,0.08,8.0,667,Yes,0
24.0,Female,Associate,43111.0,3,Rent,5662.0,Education,12.26,0.13,3.0,602,Yes,0
24.0,Male,Master,87334.0,0,Rent,15000.0,Debtconsolidation,11.03,0.17,2.0,635,Yes,0
28.0,Male,Bachelor,84999.0,2,Rent,20000.0,Homeimprovement,12.02,0.24,6.0,654,Yes,0
24.0,Female,Master,54737.0,5,Rent,2000.0,Personal,12.29,0.04,3.0,656,Yes,0
25.0,Female,Bachelor,66080.0,6,Rent,10000.0,Personal,11.47,0.15,4.0,676,Yes,0
36.0,Male,Associate,97225.0,16,Mortgage,15000.0,Personal,8.4,0.15,13.0,677,Yes,0
24.0,Female,Associate,66773.0,3,Rent,9500.0,Medical,7.36,0.14,5.0,594,Yes,0
25.0,Male,Master,57236.0,4,Rent,9000.0,Education,7.51,0.16,4.0,680,Yes,0
27.0,Male,High School,59385.0,2,Rent,2711.0,Education,7.31,0.05,5.0,570,Yes,0
30.0,Female,Bachelor,72995.0,11,Rent,6000.0,Debtconsolidation,10.43,0.08,10.0,676,Yes,0
25.0,Male,Associate,70583.0,1,Rent,6000.0,Homeimprovement,7.67,0.09,5.0,691,No,0
25.0,Male,Bachelor,100521.0,3,Mortgage,5000.0,Personal,6.76,0.05,4.0,711,Yes,0
23.0,Male,Associate,91031.0,0,Rent,20000.0,Personal,10.81,0.22,2.0,513,Yes,0
28.0,Male,Master,56183.0,8,Rent,10000.0,Venture,9.07,0.18,7.0,686,Yes,0
26.0,Male,High School,115342.0,4,Rent,8000.0,Personal,11.13,0.07,4.0,610,Yes,0
28.0,Male,High School,34790.0,6,Rent,5460.0,Medical,12.19,0.16,5.0,556,Yes,0
25.0,Female,Master,51350.0,2,Rent,10000.0,Personal,10.99,0.19,2.0,707,No,0
29.0,Female,Bachelor,109773.0,7,Mortgage,10000.0,Education,8.55,0.09,7.0,658,Yes,0
27.0,Male,Bachelor,31120.0,3,Own,10706.0,Education,13.48,0.34,6.0,704,No,0
29.0,Female,Doctorate,148029.0,5,Mortgage,10000.0,Homeimprovement,9.29,0.07,4.0,678,Yes,0
23.0,Male,High School,48984.0,0,Rent,4500.0,Medical,13.18,0.09,4.0,608,Yes,0
31.0,Female,High School,60938.0,9,Rent,6000.0,Personal,14.83,0.1,9.0,655,Yes,0
30.0,Male,Bachelor,84981.0,4,Rent,6113.0,Venture,7.74,0.07,8.0,651,No,0
24.0,Female,High School,62430.0,1,Mortgage,6000.0,Personal,8.4,0.1,2.0,593,No,0
24.0,Male,Associate,99558.0,1,Mortgage,14639.0,Venture,9.22,0.15,3.0,617,Yes,0
23.0,Male,Associate,61193.0,0,Rent,6000.0,Personal,13.03,0.1,4.0,671,Yes,0
27.0,Male,Associate,67944.0,3,Mortgage,4117.0,Education,10.53,0.06,7.0,655,No,0
32.0,Female,Master,83707.0,9,Rent,4830.0,Medical,11.48,0.06,6.0,633,No,0
22.0,Male,Master,73179.0,1,Rent,15000.0,Venture,11.47,0.2,4.0,568,Yes,0
26.0,Male,High School,36995.0,0,Rent,4000.0,Venture,7.49,0.11,5.0,596,No,0
24.0,Female,High School,67251.0,2,Mortgage,5399.0,Venture,10.07,0.08,4.0,604,Yes,0
30.0,Male,Master,99764.0,6,Rent,12000.0,Debtconsolidation,8.02,0.12,7.0,612,No,0
30.0,Male,High School,46485.0,5,Rent,7500.0,Education,10.24,0.16,6.0,682,No,0
24.0,Male,High School,44400.0,0,Rent,8000.0,Education,10.85,0.18,2.0,664,No,0
33.0,Female,Bachelor,99274.0,13,Rent,6000.0,Medical,7.51,0.06,7.0,594,Yes,0
27.0,Female,Master,42148.0,5,Rent,6000.0,Medical,15.15,0.14,10.0,645,No,0
24.0,Female,Bachelor,97084.0,0,Mortgage,8000.0,Education,12.5,0.08,4.0,589,No,0
23.0,Female,High School,30021.0,0,Rent,1500.0,Education,10.01,0.05,3.0,660,Yes,0
23.0,Male,Bachelor,65599.0,2,Mortgage,7000.0,Medical,9.7,0.11,4.0,718,Yes,0
34.0,Male,Master,28573.0,13,Rent,3000.0,Education,11.77,0.1,6.0,661,Yes,0
22.0,Female,Associate,67303.0,0,Rent,6000.0,Education,11.14,0.09,3.0,631,Yes,0
26.0,Female,Associate,75756.0,3,Mortgage,2278.0,Personal,11.77,0.03,3.0,660,No,0
24.0,Male,Associate,40599.0,0,Rent,9000.0,Education,12.95,0.22,4.0,647,Yes,0
24.0,Female,Bachelor,87333.0,6,Rent,8000.0,Debtconsolidation,11.09,0.09,3.0,645,Yes,0
32.0,Male,Master,94489.0,12,Rent,13000.0,Homeimprovement,12.53,0.14,10.0,607,Yes,0
33.0,Female,High School,31701.0,9,Own,10000.0,Education,9.44,0.32,8.0,639,No,0
32.0,Female,Bachelor,83272.0,11,Mortgage,4800.0,Medical,11.0,0.06,6.0,646,Yes,0
23.0,Female,High School,81721.0,0,Mortgage,6000.0,Debtconsolidation,10.22,0.07,3.0,606,Yes,0
28.0,Male,Associate,43636.0,5,Mortgage,9000.0,Education,9.74,0.21,6.0,637,No,0
31.0,Male,Doctorate,29722.0,11,Rent,6000.0,Venture,6.29,0.2,8.0,691,No,0
26.0,Male,Bachelor,69127.0,1,Mortgage,6594.0,Venture,10.77,0.1,5.0,669,No,0
26.0,Male,Bachelor,76715.0,1,Rent,8000.0,Venture,13.45,0.1,5.0,680,No,0
22.0,Male,Master,91156.0,0,Rent,8000.0,Medical,5.99,0.09,3.0,625,No,0
28.0,Female,High School,144864.0,5,Mortgage,8000.0,Education,7.35,0.06,4.0,625,Yes,0
26.0,Male,Bachelor,28704.0,4,Rent,2000.0,Debtconsolidation,11.31,0.07,6.0,666,No,0
26.0,Female,High School,78612.0,5,Mortgage,13554.0,Education,11.81,0.17,5.0,649,Yes,0
27.0,Female,High School,61314.0,0,Rent,7276.0,Personal,7.58,0.12,8.0,608,No,0
28.0,Female,Associate,125037.0,6,Mortgage,8948.0,Personal,9.2,0.07,7.0,602,Yes,0
28.0,Female,High School,91317.0,4,Mortgage,15000.0,Venture,8.76,0.16,7.0,615,Yes,0
30.0,Male,High School,144653.0,5,Mortgage,21303.0,Medical,12.88,0.15,7.0,624,Yes,0
25.0,Male,High School,113766.0,4,Mortgage,10000.0,Homeimprovement,9.05,0.09,4.0,672,No,0
28.0,Female,Bachelor,25169.0,4,Rent,3000.0,Education,11.01,0.12,6.0,623,Yes,0
29.0,Male,Doctorate,55228.0,4,Mortgage,4504.0,Medical,10.5,0.08,6.0,613,No,0
27.0,Female,Bachelor,35820.0,6,Rent,4000.0,Venture,10.83,0.11,8.0,659,Yes,0
30.0,Female,Associate,58564.0,7,Rent,11000.0,Medical,12.14,0.19,6.0,612,No,0
26.0,Female,High School,163585.0,4,Mortgage,5129.0,Personal,6.93,0.03,6.0,650,Yes,0
23.0,Female,Associate,79800.0,2,Mortgage,15000.0,Homeimprovement,15.42,0.19,4.0,581,Yes,0
33.0,Male,Bachelor,46555.0,7,Rent,10554.0,Venture,12.9,0.23,6.0,644,Yes,0
26.0,Male,Bachelor,90809.0,5,Mortgage,3508.0,Debtconsolidation,12.7,0.04,4.0,605,Yes,0
32.0,Female,Bachelor,73123.0,7,Rent,12000.0,Personal,11.48,0.16,9.0,623,Yes,0
26.0,Male,Associate,102934.0,5,Mortgage,4000.0,Education,9.12,0.04,3.0,686,Yes,0
24.0,Female,Master,151029.0,2,Mortgage,15000.0,Venture,12.16,0.1,4.0,544,Yes,0
27.0,Female,Associate,60928.0,3,Mortgage,7500.0,Personal,10.99,0.12,3.0,569,Yes,0
22.0,Female,Associate,51052.0,0,Rent,4000.0,Venture,8.9,0.08,4.0,625,Yes,0
38.0,Female,Associate,67073.0,13,Rent,6000.0,Personal,12.99,0.09,13.0,574,Yes,0
23.0,Female,High School,47192.0,0,Rent,5000.0,Personal,10.8,0.11,4.0,696,Yes,0
31.0,Male,Bachelor,54619.0,10,Rent,4000.0,Education,12.95,0.07,7.0,671,No,0
25.0,Male,Associate,136527.0,3,Mortgage,21158.0,Medical,10.55,0.15,4.0,622,Yes,0
22.0,Male,Associate,31182.0,1,Rent,7000.0,Education,13.81,0.22,3.0,499,Yes,0
30.0,Female,Bachelor,102672.0,5,Rent,10000.0,Homeimprovement,7.37,0.1,9.0,693,Yes,0
26.0,Female,Doctorate,49987.0,3,Mortgage,8000.0,Personal,6.77,0.16,4.0,598,Yes,0
23.0,Male,Bachelor,65659.0,0,Rent,6399.0,Personal,9.62,0.1,5.0,678,No,0
24.0,Male,Master,43277.0,0,Rent,8000.0,Education,8.04,0.18,3.0,689,No,0
25.0,Male,High School,51740.0,0,Rent,5000.0,Medical,5.63,0.1,3.0,618,Yes,0
26.0,Male,Bachelor,65649.0,3,Mortgage,10000.0,Education,8.2,0.15,3.0,670,No,0
25.0,Female,High School,157000.0,4,Mortgage,3000.0,Personal,8.43,0.02,3.0,532,Yes,0
23.0,Male,Bachelor,48784.0,0,Mortgage,4000.0,Personal,10.4,0.08,4.0,561,Yes,0
22.0,Female,High School,60956.0,0,Rent,11000.0,Education,13.26,0.18,4.0,667,No,0
35.0,Male,Master,52844.0,14,Rent,6000.0,Venture,9.41,0.11,7.0,609,Yes,0
26.0,Female,Bachelor,87196.0,4,Rent,10000.0,Personal,9.68,0.11,4.0,685,No,0
25.0,Male,Associate,46854.0,2,Rent,3585.0,Debtconsolidation,12.95,0.08,5.0,676,Yes,0
38.0,Male,High School,55241.0,15,Rent,5000.0,Venture,12.09,0.09,13.0,668,Yes,0
31.0,Female,Master,65743.0,7,Mortgage,13000.0,Venture,11.61,0.2,9.0,665,Yes,0
37.0,Female,Associate,52538.0,10,Rent,8500.0,Venture,8.98,0.16,11.0,577,Yes,0
25.0,Female,High School,59837.0,3,Mortgage,18348.0,Education,10.21,0.31,4.0,644,No,0
24.0,Female,Master,37111.0,3,Rent,3000.0,Medical,11.01,0.08,4.0,649,No,0
26.0,Male,Associate,126990.0,4,Mortgage,6000.0,Personal,11.05,0.05,4.0,618,No,0
23.0,Male,Associate,72935.0,3,Mortgage,16800.0,Education,14.48,0.23,4.0,646,Yes,0
33.0,Female,Bachelor,97335.0,12,Mortgage,9000.0,Personal,11.98,0.09,8.0,653,Yes,0
24.0,Male,Bachelor,115022.0,1,Rent,10000.0,Personal,8.41,0.09,3.0,617,No,0
33.0,Female,Bachelor,123733.0,8,Mortgage,10879.0,Homeimprovement,11.12,0.09,8.0,647,No,0
33.0,Female,Bachelor,37147.0,12,Mortgage,5000.0,Venture,12.37,0.13,10.0,607,Yes,0
30.0,Male,Bachelor,78855.0,8,Rent,16000.0,Personal,12.56,0.2,8.0,674,No,0
27.0,Male,Associate,90660.0,0,Mortgage,8500.0,Education,17.16,0.09,5.0,557,Yes,0
28.0,Female,High School,36670.0,8,Rent,3839.0,Education,13.85,0.1,8.0,662,Yes,0
25.0,Male,High School,99489.0,4,Rent,21824.0,Personal,13.1,0.22,3.0,544,Yes,0
28.0,Female,Bachelor,66041.0,7,Mortgage,2000.0,Homeimprovement,8.5,0.03,6.0,662,Yes,0
22.0,Female,Master,99790.0,4,Mortgage,20000.0,Medical,10.52,0.2,3.0,556,Yes,0
28.0,Female,Bachelor,48881.0,4,Rent,1706.0,Venture,11.1,0.03,9.0,651,No,0
26.0,Female,High School,85137.0,5,Rent,10000.0,Education,9.45,0.12,3.0,697,No,0
24.0,Male,Bachelor,57253.0,4,Rent,7000.0,Medical,6.62,0.12,4.0,643,Yes,0
25.0,Female,Bachelor,73006.0,1,Rent,1200.0,Debtconsolidation,13.5,0.02,4.0,641,Yes,0
24.0,Male,Associate,58425.0,0,Mortgage,4800.0,Debtconsolidation,10.05,0.08,2.0,603,No,0
24.0,Female,Master,62130.0,0,Mortgage,13000.0,Debtconsolidation,11.91,0.21,3.0,698,Yes,0
32.0,Female,Associate,108894.0,11,Mortgage,8000.0,Education,7.96,0.07,6.0,649,Yes,0
33.0,Male,Doctorate,118277.0,8,Mortgage,20000.0,Venture,6.91,0.17,7.0,678,No,0
30.0,Female,High School,61109.0,8,Rent,12000.0,Venture,8.45,0.2,6.0,570,Yes,0
28.0,Male,Master,79151.0,5,Mortgage,1457.0,Venture,9.52,0.02,6.0,639,Yes,0
21.0,Male,High School,43942.0,0,Rent,10000.0,Medical,10.74,0.23,4.0,540,Yes,0
26.0,Female,High School,48566.0,3,Mortgage,8206.0,Education,9.17,0.17,4.0,591,No,0
23.0,Female,Bachelor,109114.0,0,Rent,4800.0,Education,8.74,0.04,4.0,667,No,0
23.0,Male,Bachelor,91008.0,0,Rent,5000.0,Education,6.33,0.05,3.0,620,Yes,0
25.0,Female,Bachelor,34532.0,3,Own,9765.0,Education,7.82,0.28,3.0,597,No,0
34.0,Female,Bachelor,57587.0,14,Mortgage,13941.0,Education,9.8,0.24,9.0,649,Yes,0
24.0,Male,Bachelor,110207.0,4,Mortgage,1000.0,Education,11.06,0.01,3.0,653,No,0
28.0,Male,Bachelor,42958.0,4,Rent,10000.0,Venture,11.54,0.23,8.0,597,Yes,0
37.0,Male,High School,54941.0,11,Mortgage,7200.0,Personal,9.63,0.13,13.0,660,Yes,0
27.0,Male,Associate,26937.0,3,Own,4200.0,Education,7.95,0.16,6.0,659,Yes,0
35.0,Male,Bachelor,96971.0,12,Mortgage,15000.0,Homeimprovement,12.24,0.15,9.0,656,Yes,0
28.0,Male,Master,81410.0,6,Rent,20000.0,Education,11.26,0.25,5.0,652,Yes,0
36.0,Female,Bachelor,141075.0,12,Rent,7967.0,Homeimprovement,12.36,0.06,13.0,553,Yes,0
22.0,Male,High School,36627.0,0,Own,3000.0,Personal,10.92,0.08,2.0,588,Yes,0
28.0,Male,Associate,114851.0,4,Mortgage,18000.0,Debtconsolidation,7.89,0.16,10.0,592,Yes,0
25.0,Female,Bachelor,80193.0,4,Mortgage,12046.0,Venture,5.87,0.15,4.0,523,Yes,0
33.0,Male,Bachelor,25234.0,13,Rent,3933.0,Debtconsolidation,7.99,0.16,10.0,730,No,0
22.0,Female,Associate,69694.0,0,Mortgage,7500.0,Personal,9.07,0.11,3.0,611,Yes,0
24.0,Male,Master,64046.0,0,Mortgage,4000.0,Venture,9.22,0.06,4.0,592,Yes,0
26.0,Male,Associate,33221.0,4,Mortgage,3000.0,Venture,9.29,0.09,5.0,570,Yes,0
33.0,Male,Master,61002.0,10,Mortgage,6000.0,Personal,12.18,0.1,7.0,607,No,0
36.0,Male,Bachelor,59166.0,17,Mortgage,14000.0,Venture,12.71,0.24,13.0,689,Yes,0
27.0,Male,Bachelor,103392.0,5,Mortgage,7195.0,Education,7.64,0.07,9.0,624,No,0
24.0,Male,Bachelor,57313.0,1,Rent,12000.0,Medical,12.33,0.21,3.0,661,Yes,0
23.0,Male,Bachelor,74420.0,0,Rent,14295.0,Personal,11.3,0.19,4.0,638,Yes,0
24.0,Male,High School,121240.0,4,Mortgage,5000.0,Personal,7.43,0.04,3.0,676,Yes,0
24.0,Female,Bachelor,51350.0,2,Rent,8530.0,Education,11.64,0.17,3.0,711,No,0
28.0,Male,Master,43880.0,8,Mortgage,4800.0,Venture,9.06,0.11,9.0,561,Yes,0
30.0,Female,Bachelor,99203.0,8,Mortgage,10000.0,Personal,15.8,0.1,6.0,581,Yes,0
28.0,Female,Bachelor,56197.0,2,Mortgage,15000.0,Venture,9.48,0.27,5.0,626,No,0
26.0,Male,Bachelor,46276.0,3,Rent,8000.0,Medical,13.56,0.17,6.0,690,No,0
25.0,Male,Associate,97003.0,3,Rent,20000.0,Venture,15.15,0.21,4.0,642,No,0
28.0,Female,Master,32848.0,1,Rent,7000.0,Education,9.21,0.21,6.0,655,No,0
30.0,Male,High School,105616.0,8,Mortgage,15000.0,Homeimprovement,10.6,0.14,7.0,603,Yes,0
23.0,Female,High School,66620.0,2,Mortgage,8000.0,Debtconsolidation,6.33,0.12,4.0,625,No,0
27.0,Female,Associate,97091.0,4,Rent,9000.0,Education,11.37,0.09,7.0,705,No,0
24.0,Female,High School,48847.0,0,Rent,3600.0,Debtconsolidation,10.74,0.07,4.0,643,No,0
26.0,Male,Bachelor,72773.0,0,Mortgage,1800.0,Personal,12.13,0.02,3.0,695,No,0
34.0,Female,Associate,66068.0,13,Mortgage,2000.0,Homeimprovement,9.05,0.03,10.0,619,Yes,0
24.0,Male,High School,120959.0,3,Mortgage,15000.0,Education,7.88,0.12,4.0,585,Yes,0
26.0,Female,High School,91972.0,1,Mortgage,15000.0,Personal,14.1,0.16,3.0,659,Yes,0
25.0,Female,High School,52664.0,4,Rent,5000.0,Medical,7.41,0.09,3.0,580,No,0
28.0,Male,Bachelor,35086.0,3,Rent,1439.0,Medical,9.27,0.04,5.0,705,Yes,0
24.0,Male,High School,85234.0,0,Mortgage,6000.0,Education,5.62,0.07,3.0,571,No,0
29.0,Female,Bachelor,55039.0,3,Mortgage,9227.0,Medical,10.12,0.17,5.0,631,Yes,0
25.0,Female,Bachelor,90985.0,3,Rent,20000.0,Personal,10.57,0.22,2.0,662,Yes,0
26.0,Male,Associate,97408.0,4,Mortgage,15000.0,Education,14.51,0.15,2.0,635,No,0
23.0,Female,Bachelor,50310.0,0,Rent,4605.0,Personal,9.36,0.09,4.0,516,Yes,0
25.0,Female,High School,45397.0,0,Mortgage,15000.0,Medical,10.97,0.33,6.0,646,Yes,0
24.0,Female,Master,102664.0,3,Rent,7200.0,Venture,7.53,0.07,4.0,629,Yes,0
24.0,Female,Associate,90986.0,1,Mortgage,5405.0,Personal,9.13,0.06,4.0,678,No,0
28.0,Male,Associate,81175.0,5,Rent,5000.0,Personal,13.56,0.06,8.0,562,Yes,0
33.0,Male,Associate,85121.0,12,Mortgage,3000.0,Medical,13.65,0.04,9.0,669,No,0
38.0,Male,High School,73119.0,18,Mortgage,5192.0,Personal,11.1,0.07,11.0,684,No,0
23.0,Male,Master,48716.0,0,Rent,6000.0,Medical,7.74,0.12,3.0,606,Yes,0
24.0,Female,High School,145056.0,3,Mortgage,14000.0,Medical,10.0,0.1,4.0,590,Yes,0
27.0,Male,Master,49278.0,5,Rent,2400.0,Medical,6.58,0.05,6.0,635,Yes,0
26.0,Female,Bachelor,61091.0,5,Mortgage,10000.0,Education,7.63,0.16,3.0,598,Yes,0
31.0,Male,Associate,154534.0,7,Mortgage,11214.0,Education,10.34,0.07,7.0,609,Yes,0
36.0,Female,High School,41953.0,15,Rent,5000.0,Personal,10.65,0.12,12.0,655,No,0
28.0,Male,High School,59463.0,4,Rent,12000.0,Venture,12.87,0.2,7.0,556,No,0
23.0,Male,Bachelor,29962.0,1,Rent,5550.0,Venture,12.53,0.19,4.0,661,No,0
24.0,Female,Bachelor,79179.0,0,Mortgage,10000.0,Venture,11.6,0.13,5.0,703,No,0
35.0,Male,Associate,50241.0,12,Rent,6000.0,Medical,11.2,0.12,10.0,601,No,0
33.0,Female,Master,151120.0,12,Rent,20036.0,Debtconsolidation,8.01,0.13,8.0,633,Yes,0
27.0,Female,Associate,35942.0,5,Rent,7054.0,Debtconsolidation,6.68,0.2,9.0,597,Yes,0
35.0,Female,Master,109055.0,15,Rent,12000.0,Debtconsolidation,10.68,0.11,9.0,645,Yes,0
24.0,Male,High School,42840.0,0,Rent,6000.0,Education,10.7,0.14,3.0,587,Yes,0
23.0,Male,Bachelor,88769.0,4,Mortgage,7000.0,Venture,10.66,0.08,3.0,670,Yes,0
30.0,Female,Doctorate,100480.0,4,Mortgage,18000.0,Debtconsolidation,10.48,0.18,7.0,658,Yes,0
25.0,Male,Bachelor,116087.0,0,Mortgage,12000.0,Homeimprovement,8.6,0.1,4.0,677,No,0
27.0,Female,Associate,139427.0,5,Mortgage,20000.0,Debtconsolidation,10.57,0.14,8.0,637,Yes,0
30.0,Male,Associate,90782.0,5,Mortgage,12000.0,Medical,7.48,0.13,9.0,563,Yes,0
25.0,Male,Master,60954.0,2,Rent,4800.0,Venture,10.78,0.08,4.0,613,Yes,0
30.0,Male,Master,79085.0,7,Rent,4000.0,Venture,10.58,0.05,7.0,730,No,0
30.0,Male,Associate,96849.0,10,Rent,14000.0,Education,14.73,0.14,6.0,661,Yes,0
27.0,Male,Associate,87311.0,7,Mortgage,17000.0,Medical,6.18,0.19,6.0,535,Yes,0
23.0,Male,Bachelor,51301.0,2,Rent,8500.0,Education,11.43,0.17,4.0,710,No,0
30.0,Female,Associate,34739.0,8,Rent,6300.0,Venture,11.99,0.18,9.0,610,Yes,0
31.0,Female,High School,115114.0,6,Rent,2465.0,Debtconsolidation,13.72,0.02,7.0,643,Yes,0
26.0,Female,Bachelor,108841.0,3,Mortgage,7500.0,Debtconsolidation,9.79,0.07,6.0,610,Yes,0
25.0,Female,High School,90963.0,1,Mortgage,12000.0,Homeimprovement,12.85,0.13,4.0,656,Yes,0
23.0,Female,Bachelor,42998.0,3,Rent,1500.0,Education,8.91,0.03,3.0,644,No,0
25.0,Male,Associate,56083.0,4,Rent,11000.0,Venture,12.35,0.2,3.0,549,Yes,0
31.0,Female,Bachelor,95402.0,8,Mortgage,1467.0,Education,10.89,0.02,6.0,668,No,0
26.0,Male,High School,38335.0,2,Rent,6400.0,Venture,7.78,0.17,4.0,662,Yes,0
32.0,Female,Associate,53880.0,9,Rent,8000.0,Medical,10.3,0.15,10.0,661,No,0
23.0,Male,Associate,66861.0,0,Rent,12307.0,Medical,10.92,0.18,4.0,646,Yes,0
27.0,Female,Associate,71381.0,6,Mortgage,6400.0,Debtconsolidation,11.42,0.09,5.0,552,Yes,0
29.0,Female,Doctorate,42931.0,4,Own,10000.0,Education,7.74,0.23,7.0,579,Yes,0
27.0,Male,High School,57080.0,0,Rent,13000.0,Debtconsolidation,10.79,0.23,6.0,597,Yes,0
26.0,Female,Bachelor,67860.0,4,Rent,8039.0,Homeimprovement,11.59,0.12,4.0,678,No,0
25.0,Female,Master,55917.0,5,Mortgage,1868.0,Venture,11.6,0.03,6.0,622,Yes,0
30.0,Female,Master,108750.0,6,Mortgage,12000.0,Education,7.43,0.11,8.0,679,Yes,0
30.0,Female,Bachelor,97031.0,3,Mortgage,20000.0,Education,11.38,0.21,9.0,686,No,0
24.0,Female,Bachelor,79294.0,3,Mortgage,5153.0,Education,10.45,0.06,4.0,624,Yes,0
27.0,Female,Doctorate,70971.0,4,Rent,6000.0,Homeimprovement,12.9,0.08,4.0,681,Yes,0
27.0,Male,Bachelor,41515.0,6,Rent,7000.0,Venture,8.14,0.17,3.0,677,No,0
37.0,Male,Associate,94504.0,17,Mortgage,20000.0,Education,13.9,0.21,11.0,549,Yes,0
31.0,Male,Master,29658.0,11,Mortgage,1111.0,Medical,9.41,0.04,6.0,656,No,0
26.0,Female,Bachelor,74185.0,2,Rent,17000.0,Homeimprovement,6.03,0.23,6.0,609,Yes,0
25.0,Male,High School,37145.0,3,Rent,6000.0,Medical,7.81,0.16,3.0,546,Yes,0
28.0,Female,Associate,51512.0,4,Mortgage,15000.0,Education,12.77,0.29,8.0,624,Yes,0
25.0,Male,Associate,67208.0,3,Rent,4200.0,Homeimprovement,14.8,0.06,4.0,652,Yes,0
23.0,Female,High School,73077.0,0,Rent,3600.0,Education,8.61,0.05,3.0,586,Yes,0
23.0,Female,High School,69696.0,0,Rent,9000.0,Debtconsolidation,6.63,0.13,3.0,622,Yes,0
23.0,Female,High School,64829.0,2,Rent,10000.0,Education,10.13,0.15,4.0,617,Yes,0
25.0,Male,High School,49096.0,2,Rent,10000.0,Venture,12.06,0.2,3.0,625,No,0
22.0,Male,Master,73438.0,0,Mortgage,10000.0,Debtconsolidation,5.77,0.14,2.0,572,Yes,0
38.0,Female,Associate,82541.0,14,Mortgage,5000.0,Venture,11.06,0.06,15.0,671,Yes,0
24.0,Male,High School,42906.0,0,Rent,8000.0,Venture,11.53,0.19,3.0,634,Yes,0
27.0,Female,Master,24861.0,7,Own,3000.0,Venture,10.19,0.12,5.0,706,Yes,0
26.0,Female,High School,85056.0,4,Mortgage,1000.0,Venture,12.05,0.01,3.0,622,Yes,0
33.0,Female,Associate,87353.0,10,Rent,12000.0,Venture,10.84,0.14,5.0,640,Yes,0
34.0,Female,Bachelor,72987.0,12,Rent,11390.0,Personal,11.03,0.16,9.0,647,No,0
25.0,Male,Associate,108731.0,0,Mortgage,18000.0,Homeimprovement,9.27,0.17,3.0,630,Yes,0
25.0,Male,Associate,68116.0,0,Mortgage,15000.0,Debtconsolidation,10.48,0.22,2.0,616,Yes,0
28.0,Female,Associate,84993.0,6,Rent,12758.0,Homeimprovement,11.01,0.15,5.0,667,No,0
24.0,Male,Bachelor,73366.0,1,Rent,12000.0,Education,10.49,0.16,4.0,712,Yes,0
23.0,Male,Associate,80440.0,4,Mortgage,6000.0,Education,7.78,0.07,2.0,572,Yes,0
25.0,Male,High School,151183.0,1,Rent,3000.0,Education,14.71,0.02,4.0,676,Yes,0
34.0,Female,Bachelor,96946.0,9,Rent,21000.0,Personal,11.36,0.22,12.0,660,Yes,0
35.0,Male,Associate,97026.0,10,Mortgage,6000.0,Venture,11.9,0.06,12.0,530,Yes,0
30.0,Female,Bachelor,77654.0,9,Rent,18000.0,Venture,8.96,0.23,8.0,647,Yes,0
28.0,Male,Associate,116186.0,7,Mortgage,2857.0,Debtconsolidation,10.59,0.02,8.0,615,Yes,0
24.0,Male,Master,50241.0,2,Mortgage,6000.0,Education,10.37,0.12,3.0,700,Yes,0
26.0,Female,High School,61015.0,3,Mortgage,9000.0,Personal,7.66,0.15,3.0,647,Yes,0
34.0,Male,High School,75411.0,8,Rent,11200.0,Debtconsolidation,10.04,0.15,14.0,595,Yes,0
24.0,Male,Bachelor,90673.0,4,Rent,11054.0,Medical,10.05,0.12,4.0,678,Yes,0
27.0,Female,Bachelor,31144.0,4,Rent,5000.0,Education,9.68,0.16,7.0,571,Yes,0
29.0,Male,Associate,70477.0,7,Rent,7000.0,Venture,11.14,0.1,10.0,642,Yes,0
28.0,Male,Master,119742.0,7,Mortgage,8124.0,Education,9.9,0.07,6.0,680,No,0
31.0,Female,High School,36929.0,8,Rent,7200.0,Venture,11.48,0.19,6.0,588,Yes,0
30.0,Female,Bachelor,99473.0,11,Rent,5000.0,Personal,6.89,0.05,8.0,605,Yes,0
