person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,net_disposable_income
Female,High School,29632.0,Own,5000.0,Medical,11.01,0.17,11.0,539,Yes,0,29081.5
Female,Associate,28699.0,Rent,3000.0,Medical,7.29,0.05,14.0,656,Yes,0,28480.3
Male,Associate,150666.0,Mortgage,4500.0,Debtconsolidation,6.62,0.03,11.0,676,Yes,0,150368.1
Female,High School,150888.0,Mortgage,14975.0,Venture,6.17,0.1,14.0,646,Yes,0,149964.0425
Male,High School,150835.0,Mortgage,14500.0,Medical,11.01,0.1,14.0,551,No,0,149238.55
Female,Bachelor,30892.0,Rent,3000.0,Debtconsolidation,14.22,0.05,13.0,666,No,1,30465.4
Female,Doctorate,150893.0,Mortgage,10200.0,Personal,7.49,0.07,13.0,703,Yes,0,150129.02
Female,High School,65288.0,Rent,15000.0,Personal,14.26,0.23,12.0,658,Yes,0,63149.0
Female,Master,150933.0,Mortgage,8800.0,Homeimprovement,7.88,0.06,13.0,632,Yes,0,150239.56
Male,Bachelor,150783.0,Mortgage,19200.0,Debtconsolidation,13.11,0.13,13.0,688,Yes,0,148265.88
Male,Associate,150976.0,Mortgage,10000.0,Personal,11.01,0.07,12.0,697,Yes,0,149875.0
Female,High School,68289.0,Rent,15000.0,Homeimprovement,13.47,0.22,14.0,659,Yes,0,66268.5
Male,High School,136643.0,Mortgage,19200.0,Education,15.31,0.18,14.0,634,No,1,133703.48
Male,Bachelor,150785.0,Mortgage,8000.0,Homeimprovement,9.32,0.05,14.0,703,Yes,0,150039.4
Male,Bachelor,69457.0,Rent,15000.0,Medical,13.43,0.22,12.0,703,No,0,67442.5
Female,Associate,63307.0,Rent,15000.0,Education,16.0,0.24,14.0,664,No,1,60907.0
Female,Master,152033.0,Mortgage,6000.0,Venture,10.65,0.04,12.0,655,No,0,151394.0
Female,Associate,70702.0,Rent,15000.0,Homeimprovement,13.48,0.21,14.0,660,No,0,68680.0
Male,Bachelor,152400.0,Mortgage,14000.0,Medical,9.99,0.09,14.0,635,No,0,151001.4
Female,Associate,152284.0,Mortgage,3000.0,Education,11.01,0.03,14.0,638,Yes,0,151953.7
Male,Associate,29475.0,Own,3000.0,Homeimprovement,7.74,0.1,11.0,659,Yes,0,29242.8
Female,Associate,139172.0,Mortgage,10000.0,Homeimprovement,11.11,0.07,11.0,688,No,1,138061.0
Male,Associate,73246.0,Rent,15000.0,Debtconsolidation,12.42,0.2,14.0,687,Yes,0,71383.0
Female,High School,119538.0,Mortgage,7750.0,Medical,15.31,0.06,14.0,615,No,1,118351.475
Male,Associate,119453.0,Mortgage,19200.0,Medical,14.22,0.2,14.0,639,No,1,116722.76
Male,Associate,73266.0,Rent,15000.0,Medical,13.49,0.2,14.0,609,Yes,0,71242.5
Female,Associate,156881.0,Mortgage,19200.0,Homeimprovement,9.91,0.19,14.0,702,Yes,0,154978.28
Male,Bachelor,73002.0,Rent,15000.0,Venture,16.0,0.21,13.0,627,Yes,0,70602.0
Female,Master,72999.0,Rent,15000.0,Venture,11.01,0.21,14.0,658,Yes,0,71347.5
Female,Doctorate,73169.0,Rent,15000.0,Homeimprovement,13.57,0.21,12.0,703,No,0,71133.5
Male,Doctorate,142320.0,Mortgage,9600.0,Education,13.99,0.07,12.0,703,No,1,140976.96
Female,Associate,157075.0,Mortgage,11000.0,Debtconsolidation,10.74,0.07,11.0,654,No,0,155893.6
Male,High School,157281.0,Mortgage,12000.0,Personal,11.01,0.08,14.0,621,Yes,0,155959.8
Female,High School,120916.0,Mortgage,19200.0,Medical,14.83,0.21,14.0,539,No,1,118068.64
Male,Associate,156752.0,Mortgage,19200.0,Debtconsolidation,6.17,0.15,14.0,668,Yes,0,155567.36
Female,Associate,157007.0,Own,19200.0,Homeimprovement,16.0,0.16,14.0,695,Yes,0,153935.0
Male,Doctorate,28367.0,Own,7000.0,Education,6.17,0.25,14.0,703,No,0,27935.1
Female,High School,79174.0,Rent,15000.0,Medical,10.59,0.19,14.0,565,No,0,77585.5
Male,Associate,159406.0,Mortgage,8000.0,Debtconsolidation,13.49,0.05,14.0,703,No,0,158326.8
Female,Bachelor,159398.0,Mortgage,7500.0,Homeimprovement,7.29,0.05,14.0,687,Yes,0,158851.25
Female,Associate,78848.0,Rent,15000.0,Medical,13.72,0.19,11.0,638,No,0,76790.0
Male,Bachelor,161945.0,Mortgage,19200.0,Venture,10.25,0.15,14.0,609,Yes,0,159977.0
Male,Associate,72876.0,Rent,15000.0,Personal,11.01,0.21,14.0,703,No,1,71224.5
Male,High School,148581.0,Mortgage,3000.0,Debtconsolidation,14.91,0.03,14.0,581,No,1,148133.7
Male,High School,162862.0,Mortgage,19200.0,Medical,9.25,0.12,13.0,591,No,0,161086.0
Male,Associate,82826.0,Rent,15000.0,Education,13.47,0.18,12.0,703,Yes,0,80805.5
Female,High School,76406.0,Rent,15000.0,Education,11.71,0.2,13.0,677,No,1,74649.5
Male,High School,164525.0,Mortgage,19200.0,Homeimprovement,9.99,0.13,14.0,612,Yes,0,162606.92
Female,High School,164394.0,Mortgage,4800.0,Venture,14.72,0.03,14.0,670,Yes,0,163687.44
Male,Master,164134.0,Mortgage,8000.0,Education,6.62,0.05,14.0,703,Yes,0,163604.4
Male,Master,165457.0,Mortgage,19200.0,Medical,7.9,0.14,13.0,605,No,0,163940.2
Female,Master,166358.0,Mortgage,4000.0,Education,15.62,0.03,12.0,614,Yes,0,165733.2
Male,Associate,166754.0,Mortgage,9900.0,Homeimprovement,6.99,0.06,14.0,604,Yes,0,166061.99
Male,Bachelor,166754.0,Mortgage,10000.0,Venture,13.98,0.06,12.0,687,No,0,165356.0
Female,High School,86230.0,Rent,15000.0,Medical,8.88,0.17,14.0,689,No,0,84898.0
Male,Bachelor,166754.0,Own,9000.0,Homeimprovement,7.51,0.05,12.0,631,Yes,0,166078.1
Male,Doctorate,166754.0,Mortgage,7500.0,Homeimprovement,6.62,0.04,14.0,635,Yes,0,166257.5
Male,High School,166754.0,Mortgage,10000.0,Homeimprovement,15.62,0.06,11.0,672,Yes,0,165192.0
Female,Bachelor,166754.0,Mortgage,18000.0,Education,9.99,0.11,11.0,672,Yes,0,164955.8
Male,Bachelor,166754.0,Mortgage,8000.0,Personal,6.99,0.05,11.0,692,Yes,0,166194.8
Male,Bachelor,88370.0,Rent,15000.0,Personal,12.68,0.17,12.0,555,No,0,86468.0
Female,Master,166754.0,Mortgage,7000.0,Homeimprovement,7.29,0.04,14.0,703,Yes,0,166243.7
Female,Associate,131359.0,Mortgage,15000.0,Medical,16.0,0.11,14.0,577,No,1,128959.0
Male,High School,166754.0,Mortgage,19200.0,Venture,13.8,0.15,12.0,539,Yes,0,164104.4
Female,Bachelor,89454.0,Rent,15000.0,Personal,11.71,0.17,11.0,674,No,0,87697.5
Male,Master,166754.0,Mortgage,19200.0,Homeimprovement,9.99,0.15,12.0,699,Yes,0,164835.92
Male,Associate,166754.0,Mortgage,10000.0,Personal,14.09,0.06,14.0,620,Yes,0,165345.0
Male,Master,166754.0,Mortgage,14000.0,Homeimprovement,7.51,0.08,12.0,692,No,0,165702.6
Female,High School,90914.0,Rent,15000.0,Homeimprovement,14.5,0.16,14.0,627,Yes,0,88739.0
Male,High School,83774.0,Rent,15000.0,Debtconsolidation,11.01,0.18,14.0,693,No,1,82122.5
Male,Associate,91035.0,Rent,15000.0,Education,7.29,0.16,11.0,633,Yes,0,89941.5
Female,High School,154624.0,Mortgage,19200.0,Homeimprovement,13.11,0.13,14.0,610,No,1,152106.88
Male,Associate,166754.0,Own,19200.0,Venture,11.48,0.12,11.0,680,Yes,0,164549.84
Male,Bachelor,166754.0,Own,19200.0,Venture,11.83,0.13,14.0,645,Yes,0,164482.64
Female,High School,166754.0,Own,19200.0,Venture,12.18,0.14,14.0,682,No,0,164415.44
Male,Bachelor,166754.0,Mortgage,8000.0,Medical,10.95,0.05,14.0,703,Yes,0,165878.0
Male,High School,166754.0,Mortgage,10000.0,Debtconsolidation,6.92,0.06,11.0,660,Yes,0,166062.0
Male,Associate,28367.0,Own,6250.0,Personal,11.01,0.25,12.0,624,Yes,0,27678.875
Female,High School,166754.0,Mortgage,14000.0,Personal,10.99,0.08,14.0,644,No,0,165215.4
Male,High School,166754.0,Mortgage,6000.0,Medical,10.99,0.04,14.0,664,No,0,166094.6
Male,Master,166754.0,Mortgage,15000.0,Venture,12.53,0.09,14.0,688,No,0,164874.5
Male,Associate,166754.0,Mortgage,6000.0,Homeimprovement,11.49,0.04,14.0,665,No,0,166064.6
Male,Associate,166754.0,Mortgage,15000.0,Venture,10.99,0.09,14.0,633,No,0,165105.5
Female,High School,91062.0,Rent,15000.0,Homeimprovement,13.48,0.16,14.0,575,Yes,0,89040.0
Male,High School,166754.0,Mortgage,19200.0,Personal,15.31,0.15,14.0,686,Yes,0,163814.48
Male,Master,166754.0,Mortgage,19200.0,Medical,11.49,0.12,14.0,670,No,0,164547.92
Male,Associate,83959.0,Rent,15000.0,Personal,14.42,0.18,12.0,694,No,1,81796.0
Male,High School,166754.0,Mortgage,19200.0,Debtconsolidation,7.9,0.12,14.0,657,No,0,165237.2
Male,Master,166754.0,Mortgage,7600.0,Personal,15.23,0.04,14.0,652,No,0,165596.52
Male,High School,166754.0,Mortgage,10000.0,Education,14.17,0.06,14.0,624,Yes,0,165337.0
Female,Associate,166754.0,Mortgage,19200.0,Homeimprovement,10.08,0.14,11.0,656,No,0,164818.64
Female,Bachelor,166754.0,Mortgage,19200.0,Debtconsolidation,11.99,0.12,14.0,600,Yes,0,164451.92
Male,High School,166754.0,Mortgage,5000.0,Personal,9.62,0.03,14.0,703,No,0,166273.0
Female,Associate,166754.0,Mortgage,19200.0,Venture,6.91,0.11,14.0,689,Yes,0,165427.28
Male,High School,166754.0,Mortgage,15000.0,Debtconsolidation,7.88,0.09,14.0,636,No,0,165572.0
Female,Bachelor,166754.0,Mortgage,10000.0,Debtconsolidation,13.99,0.06,14.0,698,Yes,0,165355.0
Male,High School,28367.0,Own,4500.0,Homeimprovement,13.49,0.19,14.0,583,No,1,27759.95
Male,High School,166754.0,Mortgage,5000.0,Homeimprovement,6.17,0.03,14.0,539,Yes,0,166445.5
Female,High School,99583.0,Rent,15000.0,Personal,14.09,0.15,14.0,673,No,0,97469.5
Female,High School,166754.0,Mortgage,19200.0,Education,8.9,0.17,14.0,703,Yes,0,165045.2
Female,Master,166754.0,Mortgage,19200.0,Medical,6.62,0.13,14.0,703,No,0,165482.96
Male,Associate,166754.0,Mortgage,16000.0,Homeimprovement,8.49,0.09,12.0,559,Yes,0,165395.6
Male,Master,166754.0,Mortgage,19200.0,Personal,12.99,0.11,14.0,635,Yes,0,164259.92
Male,Master,166754.0,Own,7200.0,Venture,6.92,0.04,13.0,702,Yes,0,166255.76
Male,Associate,166754.0,Mortgage,7000.0,Education,7.29,0.04,14.0,578,Yes,0,166243.7
Male,Associate,166754.0,Mortgage,12000.0,Personal,10.37,0.07,12.0,662,No,0,165509.6
Female,High School,166754.0,Mortgage,19200.0,Personal,13.43,0.14,14.0,614,Yes,0,164175.44
Male,Master,166754.0,Mortgage,7500.0,Debtconsolidation,10.0,0.04,13.0,680,No,0,166004.0
Male,High School,166754.0,Mortgage,3000.0,Education,7.29,0.03,14.0,703,Yes,0,166535.3
Male,High School,107204.0,Rent,15000.0,Homeimprovement,14.83,0.14,12.0,658,Yes,0,104979.5
Male,Associate,28367.0,Own,3000.0,Venture,11.86,0.1,14.0,626,Yes,0,28011.2
Male,Associate,166754.0,Mortgage,10000.0,Debtconsolidation,11.01,0.06,14.0,679,No,0,165653.0
Male,Bachelor,166754.0,Mortgage,10000.0,Education,13.48,0.06,12.0,626,No,0,165406.0
Female,Associate,166754.0,Mortgage,12000.0,Medical,11.14,0.07,14.0,669,No,0,165417.2
Female,Associate,166754.0,Own,19200.0,Venture,11.83,0.14,14.0,679,Yes,0,164482.64
Female,High School,141714.0,Mortgage,10000.0,Medical,11.01,0.07,11.0,539,No,1,140613.0
Male,High School,166754.0,Own,19200.0,Venture,11.83,0.13,13.0,620,No,0,164482.64
Female,Master,166743.0,Mortgage,19200.0,Homeimprovement,11.14,0.12,12.0,571,No,1,164604.12
Male,Associate,166754.0,Mortgage,19200.0,Education,16.0,0.11,14.0,643,Yes,0,163682.0
Male,High School,112327.0,Rent,15000.0,Education,7.49,0.13,14.0,584,Yes,0,111203.5
Male,Associate,166754.0,Mortgage,7500.0,Education,8.07,0.04,14.0,626,Yes,0,166148.75
Female,Associate,166754.0,Mortgage,19200.0,Debtconsolidation,11.01,0.12,12.0,619,Yes,0,164640.08
Female,High School,166754.0,Own,8150.0,Personal,6.99,0.04,14.0,628,Yes,0,166184.315
Male,Doctorate,166754.0,Mortgage,19200.0,Debtconsolidation,8.9,0.19,12.0,700,Yes,0,165045.2
Female,High School,166754.0,Mortgage,19200.0,Debtconsolidation,14.96,0.15,13.0,641,No,1,163881.68
Male,Bachelor,59991.0,Rent,15175.0,Debtconsolidation,16.0,0.25,11.0,676,No,1,57563.0
Male,Bachelor,166754.0,Own,19200.0,Personal,11.01,0.11,14.0,683,No,0,164640.08
Female,Associate,166754.0,Mortgage,19200.0,Debtconsolidation,7.9,0.16,14.0,658,No,0,165237.2
Male,High School,166754.0,Mortgage,19200.0,Venture,10.74,0.13,11.0,646,Yes,0,164691.92
Male,Associate,166754.0,Mortgage,19200.0,Homeimprovement,6.54,0.11,14.0,623,Yes,0,165498.32
Male,High School,45049.0,Rent,15200.0,Education,14.26,0.31,14.0,686,No,1,42881.48
Male,Associate,44701.0,Rent,15250.0,Venture,12.53,0.31,14.0,654,No,1,42790.175
Female,Bachelor,166754.0,Mortgage,18000.0,Education,11.99,0.1,14.0,677,No,0,164595.8
Male,Bachelor,166754.0,Mortgage,4000.0,Homeimprovement,8.49,0.03,14.0,656,No,0,166414.4
Female,Master,166754.0,Mortgage,15000.0,Debtconsolidation,11.89,0.08,11.0,625,No,0,164970.5
Female,Master,166754.0,Mortgage,11375.0,Personal,10.99,0.07,14.0,700,No,1,165503.8875
Male,High School,166754.0,Mortgage,12000.0,Education,14.27,0.06,14.0,679,Yes,0,165041.6
Female,Associate,80132.0,Rent,15575.0,Debtconsolidation,14.27,0.19,13.0,681,No,0,77909.4475
Female,High School,166754.0,Mortgage,14000.0,Venture,6.62,0.07,13.0,648,No,0,165827.2
Male,High School,166754.0,Mortgage,19200.0,Medical,6.99,0.11,14.0,691,No,0,165411.92
Male,Associate,51342.0,Rent,15600.0,Personal,11.01,0.3,14.0,568,No,1,49624.44
Female,Master,64883.0,Rent,15600.0,Medical,11.01,0.24,14.0,677,No,0,63165.44
Male,Associate,83810.0,Rent,15600.0,Medical,10.99,0.19,14.0,620,No,0,82095.56
Female,Associate,166754.0,Mortgage,10000.0,Homeimprovement,7.51,0.05,13.0,598,No,0,166003.0
Male,Master,166754.0,Mortgage,10000.0,Education,12.73,0.05,14.0,673,No,0,165481.0
Female,Associate,166754.0,Own,19200.0,Venture,14.96,0.12,14.0,665,Yes,0,163881.68
Male,Master,54837.0,Rent,15775.0,Venture,10.99,0.29,12.0,602,No,1,53103.3275
Male,Bachelor,68822.0,Rent,15775.0,Education,10.59,0.23,14.0,685,Yes,0,67151.4275
Female,High School,166754.0,Mortgage,19200.0,Venture,13.99,0.18,14.0,647,Yes,0,164067.92
Male,Associate,166754.0,Mortgage,19200.0,Education,16.0,0.14,14.0,664,No,1,163682.0
Male,Associate,166754.0,Mortgage,9000.0,Debtconsolidation,7.51,0.05,14.0,620,Yes,0,166078.1
Male,Associate,92453.0,Rent,16000.0,Medical,8.94,0.17,12.0,651,No,0,91022.6
Female,Master,166754.0,Mortgage,8775.0,Education,8.49,0.04,12.0,615,Yes,0,166009.0025
Male,Master,166754.0,Mortgage,19200.0,Venture,7.51,0.12,13.0,694,No,0,165312.08
Female,High School,166754.0,Mortgage,19200.0,Medical,11.11,0.1,11.0,610,No,0,164620.88
Male,Associate,98855.0,Rent,16000.0,Education,10.99,0.16,14.0,671,Yes,0,97096.6
Male,Bachelor,107892.0,Rent,16000.0,Venture,10.95,0.15,14.0,658,No,0,106140.0
Male,Master,166754.0,Mortgage,7000.0,Personal,12.99,0.03,13.0,663,Yes,0,165844.7
Male,High School,166754.0,Mortgage,15000.0,Homeimprovement,7.66,0.07,14.0,684,Yes,0,165605.0
Male,High School,166754.0,Mortgage,19200.0,Medical,14.96,0.14,12.0,573,No,1,163881.68
Male,High School,166754.0,Mortgage,10000.0,Venture,11.26,0.05,14.0,656,No,0,165628.0
Female,Bachelor,166754.0,Mortgage,19200.0,Medical,16.0,0.21,14.0,634,No,1,163682.0
Male,Bachelor,166754.0,Own,9000.0,Venture,10.99,0.04,14.0,695,Yes,0,165764.9
Female,High School,166754.0,Mortgage,18000.0,Venture,9.91,0.08,11.0,649,No,0,164970.2
Male,Associate,166754.0,Own,14000.0,Medical,6.17,0.06,11.0,694,Yes,0,165890.2
Male,Associate,166754.0,Mortgage,19200.0,Debtconsolidation,13.85,0.09,14.0,695,No,0,164094.8
Male,High School,166754.0,Mortgage,19200.0,Homeimprovement,16.0,0.11,12.0,651,No,0,163682.0
Female,High School,120812.0,Rent,16000.0,Homeimprovement,11.01,0.13,11.0,660,Yes,0,119050.4
Male,Doctorate,166754.0,Mortgage,10000.0,Venture,16.0,0.04,14.0,620,No,0,165154.0
Male,Associate,166754.0,Mortgage,6000.0,Venture,10.0,0.03,14.0,667,No,0,166154.0
Male,Master,166754.0,Mortgage,4000.0,Venture,10.0,0.03,11.0,659,No,0,166354.0
Male,Associate,166754.0,Mortgage,14000.0,Homeimprovement,8.9,0.06,14.0,649,Yes,0,165508.0
Female,High School,166754.0,Mortgage,10000.0,Debtconsolidation,7.9,0.04,14.0,703,Yes,0,165964.0
Female,High School,131726.0,Rent,16000.0,Education,13.11,0.12,13.0,591,Yes,0,129628.4
Male,High School,118659.0,Rent,16000.0,Debtconsolidation,16.0,0.13,14.0,596,No,1,116099.0
Male,Master,166754.0,Mortgage,10000.0,Education,12.73,0.04,12.0,643,No,0,165481.0
Female,High School,166754.0,Mortgage,19200.0,Venture,7.51,0.08,11.0,703,Yes,0,165312.08
Male,Associate,28367.0,Own,8000.0,Homeimprovement,7.14,0.31,12.0,539,No,1,27795.8
Female,High School,145078.0,Rent,16000.0,Homeimprovement,13.06,0.11,14.0,597,Yes,0,142988.4
Male,Associate,166754.0,Mortgage,10000.0,Education,13.8,0.04,14.0,684,No,0,165374.0
Male,Bachelor,166754.0,Mortgage,3000.0,Education,7.68,0.03,14.0,677,Yes,0,166523.6
Male,Bachelor,166754.0,Mortgage,10000.0,Education,13.06,0.04,13.0,573,Yes,0,165448.0
Male,Associate,166754.0,Mortgage,18000.0,Education,10.39,0.07,14.0,598,Yes,0,164883.8
Male,High School,166754.0,Mortgage,9400.0,Medical,15.62,0.05,11.0,539,No,1,165285.72
Male,Associate,166754.0,Rent,16000.0,Medical,9.63,0.04,14.0,639,No,0,165213.2
Male,Associate,166754.0,Mortgage,19200.0,Education,11.86,0.09,14.0,667,Yes,0,164476.88
Female,High School,84739.0,Rent,19200.0,Medical,11.01,0.23,11.0,681,Yes,0,82625.08
Female,High School,166754.0,Mortgage,19200.0,Education,7.9,0.09,13.0,703,No,0,165237.2
Female,Bachelor,166754.0,Mortgage,4000.0,Venture,15.23,0.03,13.0,613,Yes,0,166144.8
Female,High School,166754.0,Mortgage,19200.0,Education,14.79,0.11,14.0,658,Yes,0,163914.32
Male,High School,89816.0,Rent,19200.0,Homeimprovement,12.87,0.21,12.0,617,No,1,87344.96
Female,Associate,166754.0,Mortgage,19200.0,Debtconsolidation,15.95,0.09,14.0,673,No,1,163691.6
Female,Associate,108083.0,Rent,19200.0,Personal,11.01,0.18,12.0,574,No,0,105969.08
Female,High School,166754.0,Mortgage,19200.0,Medical,10.99,0.07,13.0,703,Yes,0,164643.92
Male,High School,166754.0,Mortgage,19200.0,Personal,15.65,0.07,14.0,564,Yes,0,163749.2
Female,Associate,166754.0,Mortgage,19200.0,Medical,16.0,0.12,14.0,630,No,1,163682.0
Male,Associate,166754.0,Mortgage,16000.0,Venture,14.17,0.04,14.0,579,Yes,0,164486.8
Female,Associate,41577.0,Rent,19200.0,Education,14.5,0.31,11.0,664,No,1,38793.0
Female,Bachelor,166754.0,Mortgage,19200.0,Debtconsolidation,11.01,0.06,14.0,630,Yes,0,164640.08
Female,Associate,166754.0,Mortgage,19200.0,Personal,11.01,0.05,13.0,695,Yes,0,164640.08
Male,High School,166754.0,Mortgage,19200.0,Medical,10.62,0.08,14.0,611,No,1,164714.96
Female,Associate,166754.0,Mortgage,15000.0,Debtconsolidation,15.65,0.04,11.0,569,No,1,164406.5
Male,High School,166754.0,Mortgage,18000.0,Personal,14.96,0.05,14.0,663,Yes,0,164061.2
Male,High School,166754.0,Mortgage,19200.0,Education,9.99,0.06,14.0,575,No,0,164835.92
Female,Bachelor,65948.0,Rent,19200.0,Debtconsolidation,11.99,0.29,14.0,640,No,1,63645.92
Male,Associate,166754.0,Mortgage,19200.0,Medical,13.49,0.08,14.0,558,Yes,0,164163.92
Male,High School,166754.0,Mortgage,3000.0,Education,15.31,0.03,11.0,667,Yes,0,166294.7
Male,Bachelor,166754.0,Mortgage,18000.0,Venture,11.12,0.03,12.0,703,No,0,164752.4
Female,Associate,166754.0,Mortgage,8000.0,Medical,10.75,0.03,14.0,643,Yes,0,165894.0
Female,High School,166754.0,Own,16000.0,Homeimprovement,10.25,0.03,14.0,599,Yes,0,165114.0
Male,High School,166754.0,Own,19200.0,Medical,16.0,0.04,11.0,667,No,1,163682.0
Male,Bachelor,166754.0,Other,19200.0,Education,14.74,0.03,11.0,696,No,0,163923.92
Male,High School,166754.0,Mortgage,3000.0,Homeimprovement,8.94,0.03,11.0,657,Yes,0,166485.8
Male,Associate,46000.0,Rent,19200.0,Venture,13.92,0.31,14.0,585,No,1,43327.36
Female,High School,166754.0,Mortgage,15000.0,Debtconsolidation,11.36,0.03,14.0,655,Yes,0,165050.0
Female,Associate,166754.0,Mortgage,4200.0,Homeimprovement,11.01,0.03,14.0,649,No,0,166291.58
Female,Master,47899.0,Rent,19200.0,Homeimprovement,10.65,0.31,14.0,674,No,1,45854.2
Male,Associate,166754.0,Mortgage,19200.0,Personal,12.87,0.03,13.0,625,Yes,0,164282.96
Male,High School,166754.0,Mortgage,6600.0,Venture,7.74,0.03,14.0,591,Yes,0,166243.16
Female,High School,28367.0,Mortgage,3250.0,Venture,11.49,0.26,14.0,645,No,1,27993.575
Male,High School,166754.0,Mortgage,6400.0,Debtconsolidation,7.4,0.03,14.0,573,Yes,0,166280.4
Male,Associate,55014.0,Rent,19200.0,Medical,13.35,0.31,14.0,666,No,1,52450.8
Female,Doctorate,28367.0,Own,3000.0,Debtconsolidation,11.01,0.22,14.0,703,No,1,28036.7
Female,High School,28367.0,Rent,3000.0,Medical,14.42,0.15,11.0,677,No,1,27934.4
Female,High School,28367.0,Rent,3000.0,Venture,11.14,0.1,13.0,539,Yes,0,28032.8
Male,High School,28367.0,Own,3000.0,Venture,6.17,0.16,11.0,561,No,1,28181.9
Female,Master,28367.0,Rent,3000.0,Medical,13.22,0.25,14.0,703,No,1,27970.4
Female,High School,35726.0,Rent,6000.0,Medical,15.96,0.17,13.0,653,No,0,34768.4
Female,Master,96414.0,Mortgage,16000.0,Medical,7.51,0.17,14.0,676,No,0,95212.4
Male,Bachelor,44165.0,Mortgage,3000.0,Education,7.51,0.03,14.0,691,Yes,0,43939.7
Male,Master,58865.0,Rent,3000.0,Debtconsolidation,14.65,0.04,14.0,703,Yes,0,58425.5
Female,Associate,55872.0,Rent,5000.0,Education,10.38,0.09,14.0,581,No,1,55353.0
Male,Associate,84921.0,Mortgage,12500.0,Venture,7.9,0.15,13.0,597,Yes,0,83933.5
Male,Master,31021.0,Rent,7500.0,Education,10.99,0.24,14.0,703,No,0,30196.75
Male,Associate,113951.0,Mortgage,4400.0,Medical,7.29,0.04,11.0,703,No,0,113630.24
Male,Associate,102682.0,Rent,5750.0,Medical,12.99,0.06,14.0,634,Yes,0,101935.075
Female,Master,46118.0,Rent,3000.0,Education,6.91,0.03,14.0,644,Yes,0,45910.7
Female,High School,90573.0,Rent,15000.0,Homeimprovement,14.5,0.17,11.0,656,Yes,0,88398.0
Male,Associate,44002.0,Rent,3275.0,Personal,8.88,0.07,13.0,623,Yes,0,43711.18
Male,Associate,57369.0,Mortgage,6000.0,Personal,7.14,0.1,14.0,703,Yes,0,56940.6
Female,Bachelor,53287.0,Mortgage,15000.0,Venture,13.11,0.28,14.0,687,Yes,0,51320.5
Female,Bachelor,39759.0,Own,8000.0,Education,15.99,0.2,12.0,697,No,0,38479.8
Female,Bachelor,106684.0,Rent,8000.0,Education,10.38,0.07,11.0,702,No,0,105853.6
Male,Associate,46499.0,Rent,7000.0,Debtconsolidation,15.99,0.15,14.0,622,No,1,45379.7
Male,High School,166754.0,Mortgage,14000.0,Education,6.62,0.07,14.0,609,No,0,165827.2
Male,Associate,28367.0,Own,7000.0,Medical,11.01,0.29,14.0,669,No,1,27596.3
Male,Bachelor,67073.0,Mortgage,11700.0,Debtconsolidation,7.66,0.17,13.0,703,Yes,0,66176.78
Male,Bachelor,28367.0,Rent,4375.0,Education,10.74,0.18,11.0,673,No,0,27897.125
Male,Associate,132989.0,Mortgage,19200.0,Venture,9.91,0.23,14.0,687,No,0,131086.28
Male,Associate,63300.0,Rent,14000.0,Venture,13.16,0.22,14.0,660,No,0,61457.6
Male,Associate,28367.0,Rent,3000.0,Debtconsolidation,11.11,0.12,12.0,700,No,0,28033.7
Female,Associate,156842.0,Mortgage,19200.0,Debtconsolidation,9.91,0.19,11.0,619,Yes,0,154939.28
Male,High School,47641.0,Mortgage,3000.0,Medical,11.01,0.04,13.0,664,Yes,0,47310.7
Male,Associate,166754.0,Mortgage,19200.0,Medical,7.9,0.16,14.0,636,Yes,0,165237.2
Female,High School,102215.0,Own,9875.0,Venture,7.51,0.1,14.0,619,Yes,0,101473.3875
Male,Doctorate,98276.0,Mortgage,11000.0,Homeimprovement,10.36,0.11,14.0,682,Yes,0,97136.4
Female,Bachelor,90507.0,Rent,6000.0,Personal,14.26,0.07,14.0,570,No,0,89651.4
Female,Associate,41176.0,Rent,8400.0,Venture,13.92,0.2,14.0,703,No,0,40006.72
Female,High School,78901.0,Rent,3100.0,Medical,13.49,0.04,14.0,573,Yes,0,78482.81
Male,High School,42793.0,Mortgage,3000.0,Venture,13.06,0.04,13.0,675,No,0,42401.2
Male,Associate,72806.0,Rent,3000.0,Education,12.53,0.04,14.0,617,Yes,0,72430.1
Female,High School,132710.0,Own,12000.0,Venture,12.99,0.09,11.0,590,Yes,0,131151.2
Male,Associate,71311.0,Mortgage,19200.0,Medical,16.0,0.31,13.0,630,No,1,68239.0
Male,Associate,28367.0,Own,3000.0,Venture,11.86,0.11,14.0,673,Yes,0,28011.2
Male,High School,72799.0,Rent,16000.0,Venture,11.01,0.22,14.0,652,No,0,71037.4
Male,Associate,117832.0,Rent,19200.0,Personal,10.99,0.2,14.0,673,No,0,115721.92
Male,High School,108938.0,Mortgage,19200.0,Debtconsolidation,6.91,0.18,14.0,703,Yes,0,107611.28
Male,Associate,58669.0,Rent,7500.0,Medical,16.0,0.13,12.0,647,Yes,0,57469.0
Female,High School,166754.0,Mortgage,19200.0,Homeimprovement,9.99,0.06,14.0,692,Yes,0,164835.92
Male,Bachelor,73335.0,Rent,10000.0,Medical,15.99,0.14,14.0,703,No,1,71736.0
Male,High School,28367.0,Rent,3000.0,Debtconsolidation,10.65,0.13,14.0,690,No,1,28047.5
