no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_assets_value
3, Graduate, Yes,4000000,8300000,8,531, Rejected,32200000
1, Not Graduate, No,1000000,3400000,18,578, Approved,7000000
0, Graduate, No,9100000,21100000,20,578, Approved,51400000
0, Graduate, No,4600000,18100000,14,442, Rejected,21900000
2, Not Graduate, No,7800000,16900000,6,751, Approved,55800000
4, Graduate, Yes,6600000,18800000,10,353, Rejected,52200000
5, Not Graduate, No,9800000,26600000,12,664, Approved,44700000
1, Graduate, No,7400000,26600000,18,505, Rejected,30900000
3, Graduate, Yes,4300000,16600000,10,571, Approved,28000000
2, Not Graduate, Yes,9800000,34600000,16,754, Approved,68100000
5, Not Graduate, No,1100000,3900000,20,858, Approved,9300000
3, Graduate, Yes,8600000,21800000,20,641, Approved,47200000
0, Not Graduate, Yes,9400000,35500000,16,592, Approved,57400000
3, Graduate, Yes,5300000,20300000,14,432, Rejected,38100000
1, Not Graduate, Yes,8700000,33800000,18,558, Approved,67200000
3, Graduate, Yes,4800000,14200000,12,547, Rejected,23300000
4, Not Graduate, No,4400000,9800000,18,732, Approved,24300000
1, Graduate, Yes,5400000,19300000,12,784, Approved,33600000
5, Not Graduate, Yes,8400000,31900000,10,605, Approved,60300000
1, Graduate, Yes,5400000,19500000,18,688, Approved,33400000
3, Not Graduate, Yes,9400000,32100000,10,617, Approved,69300000
0, Not Graduate, Yes,800000,2400000,4,518, Approved,4600000
0, Not Graduate, No,3800000,14800000,10,390, Rejected,25700000
4, Graduate, No,3100000,6300000,4,370, Rejected,24300000
3, Not Graduate, Yes,6000000,21300000,4,802, Approved,38500000
2, Not Graduate, Yes,6800000,15500000,12,338, Rejected,41400000
5, Not Graduate, No,5200000,11700000,6,658, Approved,30200000
0, Not Graduate, No,1900000,6700000,12,595, Approved,12800000
5, Graduate, Yes,3600000,8500000,20,594, Approved,22700000
3, Graduate, Yes,1500000,4100000,14,611, Approved,9500000
3, Not Graduate, No,2000000,5800000,8,799, Approved,12600000
5, Graduate, No,9200000,18600000,20,497, Rejected,36200000
0, Not Graduate, Yes,6100000,15900000,18,456, Rejected,51600000
5, Not Graduate, No,300000,500000,8,396, Rejected,2100000
1, Graduate, No,800000,2300000,10,770, Approved,5800000
0, Not Graduate, No,3300000,9000000,16,797, Approved,23000000
1, Not Graduate, No,5800000,18700000,20,586, Approved,38700000
5, Not Graduate, No,8500000,23400000,16,604, Approved,70900000
0, Not Graduate, Yes,4100000,12800000,8,799, Approved,16500000
2, Graduate, No,7800000,26400000,4,763, Approved,33900000
0, Graduate, No,7500000,23000000,14,725, Approved,41000000
2, Graduate, No,2300000,8800000,18,336, Rejected,9300000
4, Graduate, Yes,600000,2300000,6,495, Rejected,4600000
1, Not Graduate, No,2900000,11500000,20,431, Rejected,16400000
5, Not Graduate, No,900000,2200000,2,415, Rejected,5900000
5, Graduate, Yes,9000000,20400000,6,451, Rejected,53800000
1, Not Graduate, No,4800000,14300000,4,489, Rejected,41600000
1, Graduate, No,1600000,4600000,12,415, Rejected,6800000
3, Not Graduate, No,2600000,8100000,12,425, Rejected,18200000
4, Graduate, Yes,1800000,4600000,14,453, Rejected,10400000
5, Graduate, Yes,4400000,11800000,20,634, Approved,32700000
2, Not Graduate, No,200000,300000,20,519, Rejected,700000
4, Not Graduate, Yes,800000,2100000,6,353, Rejected,5100000
3, Graduate, No,1500000,3200000,4,767, Approved,7500000
0, Not Graduate, Yes,7700000,16900000,14,473, Rejected,61500000
5, Graduate, Yes,7200000,21300000,2,801, Approved,39200000
4, Graduate, No,1000000,2300000,16,543, Rejected,3300000
1, Graduate, No,6300000,17200000,12,714, Approved,47500000
3, Graduate, No,1900000,4100000,12,830, Approved,13100000
5, Graduate, No,4400000,15300000,4,401, Approved,25500000
0, Not Graduate, No,9100000,26400000,6,518, Rejected,57900000
2, Graduate, Yes,900000,2300000,20,367, Rejected,5900000
0, Graduate, Yes,4600000,12000000,12,493, Rejected,25000000
2, Graduate, Yes,9400000,22700000,14,505, Rejected,57100000
5, Graduate, No,6900000,26500000,16,322, Rejected,56800000
2, Graduate, No,300000,900000,8,735, Approved,1800000
5, Graduate, Yes,1900000,6700000,2,622, Approved,10000000
4, Graduate, Yes,4400000,16400000,6,513, Rejected,31700000
4, Not Graduate, Yes,1200000,4100000,16,585, Approved,5000000
1, Graduate, Yes,1000000,3000000,10,813, Approved,7500000
0, Graduate, No,3100000,10400000,18,622, Approved,15100000
1, Graduate, Yes,2100000,6300000,16,899, Approved,11200000
0, Not Graduate, No,2100000,4700000,2,459, Rejected,14600000
4, Graduate, No,9400000,33300000,18,369, Rejected,65600000
2, Not Graduate, No,9700000,37700000,6,601, Approved,39000000
4, Graduate, No,1400000,2700000,18,703, Approved,8200000
2, Not Graduate, No,4700000,14600000,20,597, Approved,35100000
3, Not Graduate, Yes,4100000,13300000,10,670, Approved,26700000
4, Not Graduate, Yes,1200000,2800000,6,366, Rejected,9200000
5, Not Graduate, No,7900000,27800000,16,857, Approved,63600000
2, Not Graduate, No,6600000,15000000,16,401, Rejected,47000000
0, Not Graduate, No,2200000,8800000,4,437, Approved,14200000
3, Not Graduate, No,5500000,17600000,8,882, Approved,37000000
4, Graduate, No,5100000,15500000,8,392, Rejected,35100000
2, Not Graduate, Yes,3900000,7700000,10,421, Rejected,33400000
5, Graduate, No,200000,400000,6,722, Approved,1100000
4, Graduate, No,5800000,14700000,10,692, Approved,34000000
5, Not Graduate, No,8300000,20700000,2,537, Rejected,50200000
5, Graduate, Yes,2600000,5500000,8,676, Approved,16000000
1, Graduate, No,2100000,8100000,6,817, Approved,15300000
4, Not Graduate, No,3900000,10800000,20,433, Rejected,23100000
1, Graduate, Yes,5200000,16300000,6,524, Rejected,39700000
3, Not Graduate, Yes,7800000,24400000,20,490, Rejected,33600000
3, Not Graduate, Yes,5400000,14300000,4,595, Approved,31100000
2, Not Graduate, No,2900000,11000000,2,835, Approved,21000000
4, Graduate, No,7100000,28300000,6,850, Approved,48400000
1, Graduate, Yes,800000,2500000,4,409, Approved,6300000
5, Graduate, Yes,3400000,12800000,10,760, Approved,29700000
1, Graduate, Yes,6800000,17600000,14,344, Rejected,36900000
4, Graduate, Yes,7000000,27100000,12,881, Approved,44400000
0, Graduate, Yes,9300000,24500000,10,600, Approved,58900000
2, Graduate, No,7500000,19900000,10,790, Approved,42300000
3, Graduate, Yes,8000000,31200000,20,392, Rejected,37700000
5, Graduate, Yes,1600000,4100000,2,748, Approved,7600000
1, Graduate, Yes,6700000,18800000,6,798, Approved,38700000
3, Not Graduate, No,3800000,11400000,4,323, Approved,23800000
1, Not Graduate, Yes,2700000,5400000,6,413, Rejected,15000000
3, Graduate, No,1300000,2900000,8,733, Approved,11300000
4, Not Graduate, No,3400000,10500000,16,543, Rejected,23200000
3, Graduate, No,3400000,10900000,14,757, Approved,17700000
5, Graduate, Yes,2400000,6800000,8,464, Rejected,14600000
0, Not Graduate, No,1900000,6900000,4,749, Approved,12300000
4, Graduate, No,700000,2200000,6,680, Approved,3300000
1, Not Graduate, No,6900000,20900000,4,574, Approved,35200000
5, Graduate, Yes,300000,800000,18,774, Approved,1900000
3, Not Graduate, No,6000000,18700000,10,387, Rejected,42800000
1, Not Graduate, No,4300000,16400000,20,397, Rejected,28800000
4, Graduate, No,5800000,13500000,14,816, Approved,51400000
2, Graduate, Yes,3300000,6700000,8,845, Approved,21400000
2, Not Graduate, No,400000,1500000,4,743, Approved,2700000
5, Not Graduate, No,300000,600000,4,418, Rejected,1600000
1, Not Graduate, No,4200000,10700000,6,466, Rejected,33100000
2, Not Graduate, Yes,600000,2300000,12,335, Rejected,2900000
5, Not Graduate, Yes,4400000,15200000,6,446, Rejected,34200000
0, Graduate, Yes,9200000,29400000,2,868, Approved,60300000
2, Graduate, Yes,6900000,25300000,4,763, Approved,39400000
5, Not Graduate, Yes,5100000,13700000,14,527, Rejected,45100000
4, Graduate, No,3400000,12700000,2,741, Approved,20800000
4, Not Graduate, Yes,8600000,26800000,12,802, Approved,54000000
3, Not Graduate, Yes,9200000,28900000,8,538, Rejected,59500000
5, Graduate, Yes,4800000,16300000,4,523, Approved,23900000
4, Not Graduate, No,2800000,8300000,14,381, Rejected,14900000
1, Graduate, Yes,3400000,7000000,4,534, Rejected,21700000
5, Not Graduate, Yes,800000,2200000,14,574, Approved,6200000
1, Not Graduate, No,4100000,11100000,6,405, Rejected,29800000
0, Not Graduate, No,1900000,3800000,16,542, Rejected,7400000
5, Graduate, Yes,6700000,25400000,14,820, Approved,40800000
0, Graduate, No,5200000,13400000,2,505, Rejected,46500000
3, Graduate, Yes,6700000,16400000,2,508, Rejected,49800000
1, Not Graduate, Yes,4700000,15000000,20,835, Approved,18500000
0, Not Graduate, No,6000000,22000000,12,826, Approved,24500000
5, Not Graduate, Yes,6500000,18900000,12,427, Rejected,33000000
3, Graduate, No,500000,2000000,12,890, Approved,3700000
4, Not Graduate, No,5700000,13300000,2,333, Rejected,32400000
4, Not Graduate, Yes,6800000,20000000,12,679, Approved,64600000
5, Not Graduate, No,3100000,12300000,18,805, Approved,15700000
3, Not Graduate, No,5100000,11000000,16,826, Approved,30300000
1, Not Graduate, Yes,6300000,23900000,10,844, Approved,42500000
5, Graduate, Yes,4400000,14100000,10,663, Approved,30300000
1, Not Graduate, No,8100000,21900000,6,884, Approved,54600000
1, Not Graduate, No,1100000,3700000,2,508, Approved,3700000
0, Graduate, Yes,2400000,6900000,4,581, Approved,19000000
3, Graduate, Yes,7000000,26300000,12,481, Rejected,52100000
1, Graduate, Yes,8700000,30000000,12,543, Rejected,77900000
0, Not Graduate, Yes,3500000,12600000,10,448, Rejected,17700000
1, Graduate, Yes,1600000,5300000,4,713, Approved,9000000
5, Not Graduate, Yes,7800000,17300000,16,493, Rejected,30900000
2, Not Graduate, No,3700000,9200000,10,819, Approved,23800000
4, Graduate, No,400000,1400000,18,827, Approved,1400000
0, Not Graduate, No,4800000,15700000,10,398, Rejected,35800000
0, Graduate, Yes,2900000,7500000,18,692, Approved,15000000
5, Graduate, Yes,5000000,14600000,18,509, Rejected,39000000
0, Graduate, Yes,7600000,18100000,16,439, Rejected,59100000
1, Graduate, No,3000000,9400000,4,622, Approved,15700000
3, Not Graduate, Yes,200000,700000,18,526, Rejected,1000000
5, Not Graduate, Yes,6800000,19000000,8,865, Approved,48000000
5, Not Graduate, Yes,9700000,27400000,2,328, Rejected,48300000
0, Graduate, Yes,1200000,4200000,4,768, Approved,9300000
5, Not Graduate, Yes,7400000,24000000,16,854, Approved,40300000
4, Graduate, No,6900000,20800000,4,839, Approved,28500000
0, Not Graduate, Yes,9100000,23300000,18,414, Rejected,60400000
0, Graduate, Yes,1300000,4700000,16,530, Rejected,8800000
3, Graduate, No,6600000,14600000,10,841, Approved,48200000
3, Not Graduate, Yes,1800000,5700000,14,670, Approved,14600000
5, Not Graduate, Yes,8200000,20900000,14,726, Approved,50600000
4, Not Graduate, No,2800000,8300000,14,352, Rejected,18300000
1, Graduate, Yes,7000000,16000000,4,554, Approved,56100000
4, Graduate, No,700000,1800000,18,728, Approved,4500000
0, Not Graduate, No,7400000,25500000,6,463, Rejected,43100000
5, Not Graduate, Yes,2300000,5000000,10,431, Rejected,15600000
1, Graduate, Yes,600000,1900000,8,445, Rejected,3200000
5, Graduate, No,1000000,3000000,4,896, Approved,7000000
1, Not Graduate, Yes,2200000,5200000,8,420, Rejected,10300000
1, Not Graduate, No,8000000,30900000,2,315, Approved,51500000
4, Not Graduate, No,8600000,20900000,10,867, Approved,65100000
3, Not Graduate, Yes,7500000,26000000,2,342, Approved,53900000
5, Not Graduate, Yes,5200000,11800000,18,711, Approved,39400000
2, Not Graduate, No,7900000,20900000,2,723, Approved,26900000
1, Graduate, Yes,4200000,11300000,4,704, Approved,26400000
0, Graduate, No,6500000,20200000,16,842, Approved,44400000
0, Graduate, Yes,7400000,15200000,12,600, Approved,37600000
3, Not Graduate, No,9100000,25600000,12,688, Approved,64200000
0, Not Graduate, No,800000,2300000,16,739, Approved,4800000
1, Graduate, Yes,800000,2800000,10,798, Approved,5500000
5, Graduate, Yes,4100000,9900000,4,319, Rejected,32500000
5, Graduate, Yes,4200000,8700000,6,583, Approved,17800000
3, Graduate, Yes,4800000,11500000,12,535, Rejected,32600000
3, Not Graduate, Yes,8300000,25900000,8,696, Approved,57200000
4, Not Graduate, No,7600000,23900000,8,672, Approved,31000000
4, Graduate, No,5100000,12300000,20,410, Rejected,42700000
5, Graduate, No,3600000,11600000,14,546, Rejected,25600000
3, Not Graduate, Yes,5400000,16800000,16,550, Approved,37500000
5, Not Graduate, No,700000,1400000,4,344, Rejected,5200000
2, Not Graduate, Yes,9800000,38200000,10,743, Approved,49800000
4, Graduate, No,9700000,36400000,4,772, Approved,76700000
0, Graduate, Yes,9400000,29900000,12,302, Rejected,57700000
3, Graduate, Yes,3200000,9100000,18,376, Rejected,16000000
0, Graduate, Yes,3700000,11600000,10,747, Approved,17000000
2, Graduate, Yes,4200000,15800000,6,710, Approved,33200000
2, Not Graduate, No,7000000,24200000,6,892, Approved,51700000
3, Not Graduate, No,3200000,11500000,16,492, Rejected,20700000
5, Graduate, No,7900000,17700000,2,559, Approved,56800000
3, Not Graduate, No,2200000,8300000,18,314, Rejected,9800000
0, Graduate, Yes,2700000,8400000,6,744, Approved,14800000
5, Not Graduate, No,6800000,18000000,12,690, Approved,63900000
3, Graduate, Yes,6300000,23300000,4,347, Approved,59700000
5, Graduate, Yes,9000000,31400000,2,677, Approved,52200000
1, Graduate, No,4700000,15700000,4,468, Approved,38200000
2, Not Graduate, No,8100000,17500000,4,674, Approved,56000000
2, Not Graduate, No,9000000,27300000,14,353, Rejected,61100000
4, Not Graduate, No,3800000,14100000,8,727, Approved,22400000
4, Not Graduate, Yes,8800000,22200000,10,512, Rejected,52600000
3, Not Graduate, Yes,8700000,27200000,18,454, Rejected,61300000
5, Not Graduate, No,5000000,12400000,14,315, Rejected,37000000
0, Not Graduate, Yes,6000000,22700000,10,480, Rejected,34500000
2, Graduate, Yes,9100000,24200000,16,685, Approved,67700000
1, Graduate, No,7400000,17900000,6,460, Rejected,34800000
1, Not Graduate, Yes,8300000,28400000,16,704, Approved,41400000
1, Graduate, Yes,7600000,23900000,12,692, Approved,44700000
1, Not Graduate, Yes,3500000,9600000,4,398, Rejected,20200000
5, Graduate, Yes,1000000,3500000,18,882, Approved,4900000
5, Graduate, Yes,9900000,25900000,4,860, Approved,51400000
2, Graduate, Yes,5700000,15100000,18,330, Rejected,32500000
5, Graduate, No,700000,2400000,16,447, Rejected,5400000
0, Not Graduate, Yes,9600000,23800000,12,788, Approved,55900000
1, Not Graduate, No,9300000,28900000,6,526, Rejected,43400000
0, Graduate, No,9500000,28400000,18,577, Approved,60800000
4, Graduate, Yes,8700000,23400000,16,372, Rejected,50300000
5, Graduate, Yes,7300000,21000000,14,759, Approved,54600000
3, Graduate, Yes,4100000,12700000,10,465, Rejected,25600000
2, Graduate, No,2900000,10200000,4,789, Approved,15000000
3, Graduate, Yes,7500000,17900000,2,680, Approved,50100000
1, Graduate, No,7900000,25700000,20,681, Approved,44800000
1, Graduate, Yes,6900000,22300000,16,673, Approved,47800000
0, Not Graduate, No,6900000,22900000,10,313, Rejected,49100000
0, Not Graduate, No,4800000,18800000,16,551, Approved,40100000
5, Graduate, Yes,7700000,24400000,8,453, Rejected,41100000
3, Not Graduate, No,6900000,22700000,4,650, Approved,36200000
1, Not Graduate, No,1200000,4500000,4,439, Approved,9100000
1, Graduate, No,2900000,9600000,4,658, Approved,22200000
4, Graduate, Yes,5500000,18900000,6,379, Rejected,44600000
4, Graduate, Yes,3200000,10700000,4,450, Approved,20300000
5, Not Graduate, No,2600000,8200000,4,849, Approved,21000000
0, Graduate, No,500000,1600000,18,865, Approved,3000000
0, Graduate, No,1800000,6900000,10,853, Rejected,6700000
0, Not Graduate, No,1300000,4900000,12,555, Approved,9400000
1, Not Graduate, No,9900000,20700000,20,821, Approved,70100000
0, Not Graduate, No,2000000,4700000,2,820, Approved,14300000
1, Not Graduate, No,5100000,15300000,4,721, Approved,34300000
4, Graduate, Yes,8200000,24000000,20,831, Approved,56200000
5, Not Graduate, No,4200000,12600000,18,571, Approved,30000000
2, Not Graduate, Yes,1300000,4900000,8,582, Approved,9000000
1, Not Graduate, Yes,4600000,13600000,18,487, Rejected,40600000
1, Not Graduate, No,6600000,19700000,12,758, Approved,48700000
2, Graduate, Yes,8300000,30100000,16,636, Approved,50600000
0, Graduate, No,6900000,20700000,16,857, Approved,54200000
4, Graduate, Yes,4700000,12500000,8,678, Approved,30700000
1, Graduate, No,7900000,15800000,8,551, Approved,31300000
3, Not Graduate, No,8800000,24900000,16,668, Approved,74400000
1, Graduate, No,6500000,23400000,2,672, Approved,39700000
3, Not Graduate, No,3500000,13700000,4,439, Approved,25400000
2, Not Graduate, Yes,8200000,19600000,16,636, Approved,53300000
0, Not Graduate, Yes,2000000,6000000,14,393, Rejected,11700000
5, Not Graduate, No,2700000,8200000,2,848, Approved,15700000
0, Graduate, Yes,5300000,17600000,4,790, Approved,39600000
2, Not Graduate, No,9900000,19900000,6,312, Rejected,66000000
2, Not Graduate, Yes,5000000,19500000,14,775, Approved,24200000
2, Not Graduate, No,9100000,18600000,20,403, Rejected,59600000
3, Not Graduate, Yes,7600000,26400000,14,867, Approved,45200000
0, Graduate, No,5200000,17800000,18,558, Approved,29800000
5, Graduate, No,1800000,6000000,4,548, Approved,12900000
0, Not Graduate, No,7300000,28200000,16,486, Rejected,48200000
4, Graduate, No,3200000,11600000,6,635, Approved,18300000
5, Graduate, No,5200000,20700000,2,538, Approved,23400000
4, Not Graduate, No,7100000,28200000,14,496, Rejected,49500000
4, Graduate, Yes,1400000,4800000,6,411, Rejected,7700000
4, Not Graduate, No,2700000,10700000,6,857, Approved,22600000
5, Graduate, Yes,6500000,18100000,10,360, Rejected,52600000
4, Graduate, No,9300000,35900000,18,461, Rejected,60100000
0, Graduate, Yes,6700000,14900000,16,638, Approved,40600000
5, Graduate, No,6800000,19300000,6,865, Approved,44100000
5, Not Graduate, No,5600000,13600000,4,449, Rejected,34700000
1, Not Graduate, Yes,1900000,4700000,2,870, Approved,13200000
5, Not Graduate, No,8400000,19500000,6,815, Approved,39000000
2, Not Graduate, Yes,2500000,7200000,16,454, Rejected,14400000
1, Not Graduate, Yes,2900000,9900000,18,783, Approved,15000000
3, Graduate, Yes,3200000,7400000,2,543, Rejected,23900000
4, Not Graduate, Yes,3000000,10900000,2,786, Approved,22100000
3, Graduate, Yes,800000,2500000,20,395, Rejected,3900000
2, Not Graduate, Yes,400000,1300000,2,885, Approved,2100000
2, Not Graduate, No,4400000,10600000,20,488, Rejected,31000000
2, Not Graduate, Yes,8700000,19900000,10,829, Approved,46600000
4, Not Graduate, No,7400000,15400000,6,677, Approved,71800000
4, Not Graduate, Yes,5700000,14400000,12,645, Approved,40700000
5, Not Graduate, Yes,9700000,27600000,10,788, Approved,54900000
2, Not Graduate, No,7000000,22400000,6,649, Approved,48800000
2, Not Graduate, No,8900000,23100000,4,519, Rejected,53200000
3, Graduate, Yes,3100000,11200000,14,772, Approved,19600000
4, Graduate, No,2200000,6100000,12,330, Rejected,15600000
5, Not Graduate, Yes,7100000,21500000,4,557, Approved,47300000
4, Graduate, Yes,8200000,19000000,6,334, Rejected,70100000
3, Graduate, Yes,9800000,28400000,12,487, Rejected,66200000
2, Graduate, Yes,3900000,9700000,8,539, Rejected,25000000
2, Graduate, Yes,2200000,8100000,8,710, Approved,11700000
5, Not Graduate, Yes,600000,1700000,20,879, Approved,4200000
4, Not Graduate, Yes,6900000,22000000,10,512, Rejected,39700000
2, Graduate, Yes,7400000,27300000,18,561, Approved,49700000
3, Not Graduate, Yes,4000000,11600000,6,539, Rejected,25300000
3, Not Graduate, Yes,700000,2000000,18,544, Rejected,4000000
2, Not Graduate, Yes,1900000,4600000,16,631, Approved,13100000
2, Graduate, No,2200000,6800000,20,546, Rejected,11500000
1, Graduate, Yes,2000000,5600000,14,569, Approved,15600000
4, Not Graduate, No,7400000,17900000,6,384, Rejected,52800000
2, Not Graduate, Yes,2300000,9000000,6,583, Approved,15200000
5, Not Graduate, Yes,4000000,15500000,12,517, Rejected,16200000
3, Graduate, Yes,1500000,5800000,18,420, Rejected,8200000
2, Not Graduate, Yes,5200000,12900000,18,644, Approved,24900000
2, Graduate, No,5400000,14500000,8,349, Rejected,43300000
3, Graduate, No,7700000,25300000,18,662, Approved,43800000
0, Not Graduate, Yes,1900000,6400000,20,704, Approved,11500000
4, Not Graduate, Yes,6400000,15500000,2,324, Rejected,47900000
5, Graduate, No,700000,1700000,18,757, Approved,4800000
3, Graduate, Yes,5800000,23000000,16,361, Rejected,41900000
1, Graduate, No,1800000,5400000,4,415, Approved,13800000
5, Graduate, Yes,4300000,13800000,18,618, Approved,26800000
4, Graduate, No,8000000,27100000,8,524, Rejected,61800000
0, Not Graduate, No,1100000,4100000,18,887, Approved,5600000
2, Not Graduate, Yes,8800000,31100000,12,729, Approved,46000000
4, Graduate, No,4800000,18600000,14,774, Approved,35800000
0, Not Graduate, Yes,200000,700000,20,724, Approved,1400000
5, Graduate, Yes,1400000,2700000,16,320, Rejected,8100000
5, Graduate, No,2500000,6400000,16,590, Approved,16400000
5, Graduate, No,8100000,25300000,8,796, Approved,57800000
0, Graduate, Yes,6100000,19200000,6,890, Approved,44100000
0, Not Graduate, Yes,2000000,4600000,16,651, Approved,13300000
4, Not Graduate, No,4800000,10100000,12,634, Approved,31400000
4, Graduate, Yes,900000,2800000,2,660, Approved,5900000
4, Not Graduate, No,1300000,3500000,12,512, Rejected,8600000
4, Not Graduate, Yes,4200000,9100000,2,900, Approved,28800000
2, Graduate, Yes,3300000,11100000,20,823, Approved,20700000
2, Not Graduate, Yes,8700000,28400000,12,880, Approved,33600000
1, Not Graduate, Yes,800000,2600000,2,439, Approved,2800000
5, Graduate, Yes,7400000,17100000,2,441, Rejected,47700000
3, Not Graduate, No,6900000,18500000,6,360, Rejected,42400000
1, Graduate, Yes,8800000,33700000,14,561, Approved,54900000
2, Graduate, Yes,8600000,32500000,4,758, Approved,46400000
2, Graduate, No,5400000,20600000,18,621, Approved,30500000
4, Graduate, Yes,2900000,5900000,18,621, Approved,15300000
3, Graduate, No,9800000,21000000,12,342, Rejected,75900000
4, Graduate, No,3300000,10800000,4,552, Approved,17000000
0, Not Graduate, No,300000,500000,18,376, Rejected,1400000
0, Graduate, No,1500000,4300000,12,801, Approved,11000000
3, Not Graduate, Yes,5400000,16300000,4,512, Approved,24100000
0, Graduate, No,6600000,15200000,18,497, Rejected,32200000
0, Graduate, No,5700000,17200000,8,386, Rejected,28600000
3, Not Graduate, Yes,8500000,26100000,2,683, Approved,46800000
0, Graduate, No,7400000,24100000,16,779, Approved,37500000
3, Not Graduate, Yes,7800000,17700000,6,876, Approved,66700000
3, Graduate, Yes,7200000,16500000,18,515, Rejected,42000000
2, Not Graduate, No,7600000,19300000,12,463, Rejected,32500000
4, Not Graduate, Yes,7000000,26700000,4,486, Approved,47600000
0, Not Graduate, No,5700000,13000000,6,328, Rejected,44200000
2, Not Graduate, No,8200000,30600000,10,343, Rejected,45200000
0, Graduate, Yes,9000000,27800000,8,712, Approved,37800000
3, Not Graduate, No,3900000,11900000,6,607, Approved,23400000
0, Graduate, No,6500000,16200000,4,812, Approved,54300000
4, Not Graduate, Yes,2300000,7700000,16,589, Approved,19000000
1, Not Graduate, No,5700000,21800000,18,657, Approved,42300000
4, Not Graduate, No,800000,2800000,12,453, Rejected,5300000
4, Not Graduate, Yes,8400000,19700000,14,889, Approved,62300000
1, Graduate, Yes,4300000,17200000,4,564, Approved,30700000
1, Not Graduate, Yes,300000,900000,20,419, Rejected,1700000
1, Graduate, No,8700000,34000000,16,663, Approved,42000000
1, Not Graduate, No,4400000,12100000,4,884, Approved,37300000
1, Graduate, Yes,5600000,16800000,16,528, Rejected,30200000
2, Graduate, No,600000,1300000,12,475, Rejected,4100000
4, Not Graduate, Yes,2500000,5100000,20,695, Approved,15400000
5, Not Graduate, No,3800000,10500000,10,759, Approved,21900000
2, Not Graduate, No,2500000,9600000,4,636, Approved,11200000
3, Not Graduate, Yes,5500000,20400000,10,546, Rejected,36300000
5, Graduate, Yes,4500000,17100000,2,639, Approved,36600000
4, Not Graduate, No,1900000,4000000,10,388, Rejected,8400000
5, Graduate, Yes,6400000,20000000,12,594, Approved,24200000
1, Not Graduate, Yes,3800000,11100000,6,760, Approved,18300000
4, Not Graduate, Yes,6300000,16900000,16,582, Approved,49300000
3, Not Graduate, No,300000,600000,6,896, Approved,1700000
5, Not Graduate, Yes,7100000,21800000,18,891, Approved,30600000
2, Not Graduate, Yes,600000,1700000,2,495, Rejected,3600000
3, Graduate, Yes,4400000,15300000,16,865, Approved,28000000
4, Not Graduate, No,7600000,20800000,12,775, Approved,41100000
5, Graduate, Yes,8700000,26400000,10,318, Rejected,47100000
3, Graduate, Yes,5600000,12700000,12,395, Rejected,45900000
4, Not Graduate, No,4100000,13100000,14,772, Approved,29700000
2, Not Graduate, Yes,7900000,16100000,18,318, Rejected,59400000
3, Not Graduate, Yes,5600000,20900000,14,649, Approved,35900000
3, Not Graduate, No,1200000,3100000,10,438, Rejected,8600000
5, Graduate, No,6900000,19700000,6,588, Approved,41700000
5, Not Graduate, No,2700000,5600000,2,815, Approved,12800000
4, Graduate, Yes,9800000,22100000,4,364, Rejected,61700000
2, Not Graduate, No,9300000,32300000,4,586, Approved,68100000
4, Not Graduate, No,6700000,25300000,12,555, Approved,48900000
4, Graduate, No,1300000,4600000,10,312, Rejected,6300000
2, Graduate, Yes,7900000,17100000,16,605, Approved,65600000
5, Not Graduate, No,6700000,23200000,18,672, Approved,34500000
2, Not Graduate, Yes,2100000,4500000,18,591, Approved,10000000
4, Graduate, Yes,4700000,11000000,4,321, Rejected,26700000
2, Graduate, No,3700000,13400000,16,393, Rejected,24700000
0, Graduate, Yes,5800000,21800000,2,561, Approved,30800000
5, Graduate, Yes,2400000,6900000,20,725, Approved,13300000
1, Not Graduate, Yes,8100000,27600000,16,438, Rejected,51700000
5, Graduate, Yes,5400000,21400000,12,399, Rejected,32900000
0, Graduate, No,1400000,5400000,8,592, Approved,9600000
2, Not Graduate, No,2500000,8600000,8,835, Approved,15500000
0, Not Graduate, Yes,1600000,5300000,4,733, Approved,9100000
0, Not Graduate, No,3700000,10600000,20,484, Rejected,24500000
5, Not Graduate, Yes,500000,1800000,20,615, Approved,2600000
3, Not Graduate, Yes,5300000,19500000,4,591, Approved,45600000
0, Graduate, Yes,2800000,6800000,12,349, Rejected,18600000
1, Graduate, Yes,9600000,29900000,18,478, Rejected,81300000
4, Graduate, No,2200000,7800000,20,633, Approved,14200000
1, Not Graduate, Yes,8400000,30900000,8,378, Rejected,56600000
1, Not Graduate, No,2100000,5300000,20,461, Rejected,15100000
2, Not Graduate, Yes,2800000,7000000,2,834, Approved,12800000
0, Not Graduate, No,2500000,5800000,20,671, Approved,17400000
3, Graduate, Yes,1700000,5800000,10,524, Rejected,14400000
3, Graduate, No,6100000,20700000,4,816, Approved,50400000
3, Graduate, No,4100000,11700000,10,729, Approved,30600000
5, Not Graduate, Yes,4500000,12700000,8,307, Rejected,30100000
2, Graduate, Yes,5600000,19100000,8,350, Rejected,22300000
3, Not Graduate, Yes,5800000,16600000,10,444, Rejected,42700000
4, Not Graduate, No,8600000,26700000,10,895, Approved,40500000
2, Graduate, No,2900000,10500000,20,708, Approved,16800000
2, Not Graduate, Yes,8300000,17600000,2,355, Rejected,36900000
5, Not Graduate, No,2400000,5100000,6,756, Approved,10400000
4, Graduate, No,5600000,12000000,4,719, Approved,26400000
